bundle,name,prefix,action,part,set_id,direction,frame,offset_x,offset_y,draw_x_formula,draw_y_formula,has_embedded_texture,width,height,texture_format,sprite_pivot_x,sprite_pivot_y,pixels_per_unit
shirt_m_checks,h_wlk_ls_2100_3_3,h,wlk,ls,2100,3,3,-42,49,-offset_x,-offset_y,True,9,23,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2100_7_0,h,wlk,rs,2100,7,0,-42,45,-offset_x,-offset_y,True,9,24,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2100_7_1,h,wlk,rs,2100,7,1,-42,45,-offset_x,-offset_y,True,9,24,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2100_7_2,h,wlk,rs,2100,7,2,-42,45,-offset_x,-offset_y,True,9,24,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2100_7_3,h,wlk,rs,2100,7,3,-42,46,-offset_x,-offset_y,True,8,23,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2100_7_0,h,wlk,ls,2100,7,0,-16,45,-offset_x,-offset_y,True,9,24,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2100_7_1,h,wlk,ls,2100,7,1,-17,46,-offset_x,-offset_y,True,8,23,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2100_7_2,h,wlk,ls,2100,7,2,-16,45,-offset_x,-offset_y,True,9,24,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2100_7_3,h,wlk,ls,2100,7,3,-16,45,-offset_x,-offset_y,True,9,24,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_0_0,h,wlk,ls,2101,0,0,-17,47,-offset_x,-offset_y,True,5,20,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_0_1,h,wlk,ls,2101,0,1,-18,47,-offset_x,-offset_y,True,7,20,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_0_2,h,wlk,ls,2101,0,2,-17,47,-offset_x,-offset_y,True,4,20,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_0_3,h,wlk,ls,2101,0,3,-15,47,-offset_x,-offset_y,True,7,20,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_0_0,h,wlk,rs,2101,0,0,-37,42,-offset_x,-offset_y,True,9,22,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_0_1,h,wlk,rs,2101,0,1,-35,42,-offset_x,-offset_y,True,9,22,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_0_2,h,wlk,rs,2101,0,2,-36,43,-offset_x,-offset_y,True,9,23,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_0_3,h,wlk,rs,2101,0,3,-37,42,-offset_x,-offset_y,True,11,20,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_2_0,h,wlk,ls,2101,2,0,-43,47,-offset_x,-offset_y,True,4,19,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_2_1,h,wlk,ls,2101,2,1,-43,47,-offset_x,-offset_y,True,8,20,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_2_2,h,wlk,ls,2101,2,2,-43,47,-offset_x,-offset_y,True,4,18,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_2_3,h,wlk,ls,2101,2,3,-42,47,-offset_x,-offset_y,True,4,13,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_2_0,h,wlk,rs,2101,2,0,-18,45,-offset_x,-offset_y,True,10,22,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_2_1,h,wlk,rs,2101,2,1,-16,45,-offset_x,-offset_y,True,12,22,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_2_2,h,wlk,rs,2101,2,2,-18,45,-offset_x,-offset_y,True,10,22,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_2_3,h,wlk,rs,2101,2,3,-20,45,-offset_x,-offset_y,True,11,23,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_1_0,h,wlk,ls,2101,1,0,-27,43,-offset_x,-offset_y,True,9,19,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_1_1,h,wlk,ls,2101,1,1,-27,43,-offset_x,-offset_y,True,13,19,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_1_2,h,wlk,ls,2101,1,2,-27,43,-offset_x,-offset_y,True,9,19,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_1_3,h,wlk,ls,2101,1,3,-22,44,-offset_x,-offset_y,True,12,19,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_1_0,h,wlk,rs,2101,1,0,-27,41,-offset_x,-offset_y,True,9,19,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_1_1,h,wlk,rs,2101,1,1,-22,43,-offset_x,-offset_y,True,12,21,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_1_2,h,wlk,rs,2101,1,2,-27,41,-offset_x,-offset_y,True,9,19,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_1_3,h,wlk,rs,2101,1,3,-27,41,-offset_x,-offset_y,True,13,19,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_3_0,h,wlk,rs,2101,3,0,-17,48,-offset_x,-offset_y,True,8,22,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_3_1,h,wlk,rs,2101,3,1,-17,48,-offset_x,-offset_y,True,8,21,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_3_2,h,wlk,rs,2101,3,2,-17,48,-offset_x,-offset_y,True,8,22,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_3_3,h,wlk,rs,2101,3,3,-17,48,-offset_x,-offset_y,True,8,21,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_3_0,h,wlk,ls,2101,3,0,-42,48,-offset_x,-offset_y,True,8,22,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_3_1,h,wlk,ls,2101,3,1,-42,48,-offset_x,-offset_y,True,8,21,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_3_2,h,wlk,ls,2101,3,2,-42,48,-offset_x,-offset_y,True,8,22,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_3_3,h,wlk,ls,2101,3,3,-42,48,-offset_x,-offset_y,True,8,21,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_7_0,h,wlk,rs,2101,7,0,-42,45,-offset_x,-offset_y,True,8,23,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_7_1,h,wlk,rs,2101,7,1,-42,45,-offset_x,-offset_y,True,8,23,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_7_2,h,wlk,rs,2101,7,2,-42,45,-offset_x,-offset_y,True,8,23,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_rs_2101_7_3,h,wlk,rs,2101,7,3,-42,45,-offset_x,-offset_y,True,7,21,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_7_0,h,wlk,ls,2101,7,0,-17,45,-offset_x,-offset_y,True,8,23,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_7_1,h,wlk,ls,2101,7,1,-18,45,-offset_x,-offset_y,True,7,21,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_7_2,h,wlk,ls,2101,7,2,-17,45,-offset_x,-offset_y,True,8,23,4,0.5,0.5,100.0
shirt_m_checks,h_wlk_ls_2101_7_3,h,wlk,ls,2101,7,3,-17,45,-offset_x,-offset_y,True,8,23,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_0_0,h,wav,ls,2100,0,0,-11,62,-offset_x,-offset_y,True,13,24,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_0_1,h,wav,ls,2100,0,1,-8,60,-offset_x,-offset_y,True,16,22,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_1_0,h,wav,ls,2100,1,0,-30,64,-offset_x,-offset_y,True,14,22,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_1_1,h,wav,ls,2100,1,1,-30,64,-offset_x,-offset_y,True,14,22,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_2_0,h,wav,ls,2100,2,0,-40,61,-offset_x,-offset_y,True,15,23,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_2_1,h,wav,ls,2100,2,1,-40,61,-offset_x,-offset_y,True,16,23,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_3_0,h,wav,ls,2100,3,0,-42,61,-offset_x,-offset_y,True,15,26,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_3_1,h,wav,ls,2100,3,1,-42,61,-offset_x,-offset_y,True,16,26,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_4_0,h,wav,ls,2100,4,0,-40,58,-offset_x,-offset_y,True,17,24,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_4_1,h,wav,ls,2100,4,1,-40,57,-offset_x,-offset_y,True,16,23,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_5_0,h,wav,ls,2100,5,0,-21,61,-offset_x,-offset_y,True,18,25,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_5_1,h,wav,ls,2100,5,1,-22,61,-offset_x,-offset_y,True,17,25,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_6_0,h,wav,ls,2100,6,0,-11,56,-offset_x,-offset_y,True,19,23,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_6_1,h,wav,ls,2100,6,1,-8,57,-offset_x,-offset_y,True,22,24,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_7_0,h,wav,ls,2100,7,0,-12,60,-offset_x,-offset_y,True,15,25,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2100_7_1,h,wav,ls,2100,7,1,-9,60,-offset_x,-offset_y,True,18,25,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_0_0,h,wav,ls,2101,0,0,-12,61,-offset_x,-offset_y,True,12,23,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_0_1,h,wav,ls,2101,0,1,-9,59,-offset_x,-offset_y,True,15,21,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_1_0,h,wav,ls,2101,1,0,-32,63,-offset_x,-offset_y,True,11,21,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_1_1,h,wav,ls,2101,1,1,-32,63,-offset_x,-offset_y,True,11,21,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_2_0,h,wav,ls,2101,2,0,-40,60,-offset_x,-offset_y,True,14,21,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_2_1,h,wav,ls,2101,2,1,-40,60,-offset_x,-offset_y,True,15,21,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_3_0,h,wav,ls,2101,3,0,-42,60,-offset_x,-offset_y,True,14,23,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_3_1,h,wav,ls,2101,3,1,-42,60,-offset_x,-offset_y,True,15,23,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_4_0,h,wav,ls,2101,4,0,-40,56,-offset_x,-offset_y,True,16,21,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_4_1,h,wav,ls,2101,4,1,-40,56,-offset_x,-offset_y,True,15,21,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_5_0,h,wav,ls,2101,5,0,-22,60,-offset_x,-offset_y,True,16,24,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_5_1,h,wav,ls,2101,5,1,-23,60,-offset_x,-offset_y,True,15,24,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_6_0,h,wav,ls,2101,6,0,-12,55,-offset_x,-offset_y,True,18,22,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_6_1,h,wav,ls,2101,6,1,-9,56,-offset_x,-offset_y,True,21,23,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_7_0,h,wav,ls,2101,7,0,-13,59,-offset_x,-offset_y,True,14,24,4,0.5,0.5,100.0
shirt_m_checks,h_wav_ls_2101_7_1,h,wav,ls,2101,7,1,-10,59,-offset_x,-offset_y,True,17,24,4,0.5,0.5,100.0
shirt_m_checks,h_lay_ls_2100_2_0,h,lay,ls,2100,2,0,-11,24,-offset_x,-offset_y,True,21,12,4,0.5,0.5,100.0
shirt_m_checks,h_lay_ch_2100_2_0,h,lay,ch,2100,2,0,3,23,-offset_x,-offset_y,True,39,27,4,0.5,0.5,100.0
shirt_m_checks,h_lay_rs_2100_2_0,h,lay,rs,2100,2,0,4,15,-offset_x,-offset_y,True,18,17,4,0.5,0.5,100.0
shirt_m_checks,h_lay_ls_2101_2_0,h,lay,ls,2101,2,0,-12,23,-offset_x,-offset_y,True,19,9,4,0.5,0.5,100.0
shirt_m_checks,h_lay_ch_2101_2_0,h,lay,ch,2101,2,0,2,23,-offset_x,-offset_y,True,37,26,4,0.5,0.5,100.0
shirt_m_checks,h_lay_rs_2101_2_0,h,lay,rs,2101,2,0,3,15,-offset_x,-offset_y,True,16,16,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2100_4_0,h,drk,rs,2100,4,0,-11,47,-offset_x,-offset_y,True,13,16,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2100_3_0,h,drk,rs,2100,3,0,-17,48,-offset_x,-offset_y,True,15,19,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2100_7_0,h,drk,rs,2100,7,0,-40,47,-offset_x,-offset_y,True,9,13,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2100_6_0,h,drk,rs,2100,6,0,-23,49,-offset_x,-offset_y,True,26,12,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2100_5_0,h,drk,rs,2100,5,0,-12,45,-offset_x,-offset_y,True,24,11,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2100_1_0,h,drk,rs,2100,1,0,-28,46,-offset_x,-offset_y,True,23,13,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2100_2_0,h,drk,rs,2100,2,0,-23,45,-offset_x,-offset_y,True,23,16,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2100_0_0,h,drk,rs,2100,0,0,-36,50,-offset_x,-offset_y,True,18,18,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2101_4_0,h,drk,rs,2101,4,0,-12,46,-offset_x,-offset_y,True,12,14,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2101_3_0,h,drk,rs,2101,3,0,-18,48,-offset_x,-offset_y,True,13,18,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2101_7_0,h,drk,rs,2101,7,0,-40,46,-offset_x,-offset_y,True,8,11,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2101_6_0,h,drk,rs,2101,6,0,-24,48,-offset_x,-offset_y,True,24,10,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2101_5_0,h,drk,rs,2101,5,0,-13,44,-offset_x,-offset_y,True,23,10,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2101_1_0,h,drk,rs,2101,1,0,-28,45,-offset_x,-offset_y,True,22,12,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2101_2_0,h,drk,rs,2101,2,0,-23,45,-offset_x,-offset_y,True,22,15,4,0.5,0.5,100.0
shirt_m_checks,h_drk_rs_2101_0_0,h,drk,rs,2101,0,0,-36,49,-offset_x,-offset_y,True,17,17,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2100_7_0,h,crr,rs,2100,7,0,-42,45,-offset_x,-offset_y,True,9,20,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2100_7_0,h,crr,ls,2100,7,0,-16,45,-offset_x,-offset_y,True,9,20,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2100_6_0,h,crr,rs,2100,6,0,-45,47,-offset_x,-offset_y,True,6,21,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2100_6_0,h,crr,ls,2100,6,0,-16,43,-offset_x,-offset_y,True,15,22,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2100_5_0,h,crr,ls,2100,5,0,-25,45,-offset_x,-offset_y,True,14,22,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2100_5_0,h,crr,rs,2100,5,0,-25,42,-offset_x,-offset_y,True,14,18,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2100_4_0,h,crr,rs,2100,4,0,-16,48,-offset_x,-offset_y,True,8,22,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2100_4_0,h,crr,ls,2100,4,0,-35,48,-offset_x,-offset_y,True,13,27,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2100_3_0,h,crr,rs,2100,3,0,-17,48,-offset_x,-offset_y,True,8,24,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2100_3_0,h,crr,ls,2100,3,0,-42,48,-offset_x,-offset_y,True,8,24,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2100_2_0,h,crr,rs,2100,2,0,-18,47,-offset_x,-offset_y,True,13,26,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2100_2_0,h,crr,ls,2100,2,0,-43,47,-offset_x,-offset_y,True,8,22,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2100_1_0,h,crr,rs,2100,1,0,-27,41,-offset_x,-offset_y,True,14,19,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2100_1_0,h,crr,ls,2100,1,0,-27,44,-offset_x,-offset_y,True,14,19,4,0.5,0.5,100.0
shirt_m_checks,h_crr_rs_2100_0_0,h,crr,rs,2100,0,0,-37,43,-offset_x,-offset_y,True,15,22,4,0.5,0.5,100.0
shirt_m_checks,h_crr_ls_2100_0_0,h,crr,ls,2100,0,0,-17,47,-offset_x,-offset_y,True,5,19,4,0.5,0.5,100.0
